station_no,station_name,latitude,longitude,route,category_name,venues
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Arts & Entertainment,0
R71,Stations R71,25.0352240803185,55.1453181683779,Red,College & University,2
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Event,1
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Food,10
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Nightlife Spot,2
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Outdoors & Recreation,9
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Professional & Other Places,4
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Residence,7
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Shop & Service,6
R71,Stations R71,25.0352240803185,55.1453181683779,Red,Travel & Transport,6
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Arts & Entertainment,0
R72,Stations R72,25.0304517839174,55.1521941561783,Red,College & University,0
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Event,0
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Food,13
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Nightlife Spot,3
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Outdoors & Recreation,10
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Professional & Other Places,4
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Residence,11
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Shop & Service,10
R72,Stations R72,25.0304517839174,55.1521941561783,Red,Travel & Transport,5
R73,Station R73,25.0177968142054,55.1633514038594,Red,Arts & Entertainment,0
R73,Station R73,25.0177968142054,55.1633514038594,Red,College & University,0
R73,Station R73,25.0177968142054,55.1633514038594,Red,Event,0
R73,Station R73,25.0177968142054,55.1633514038594,Red,Food,3
R73,Station R73,25.0177968142054,55.1633514038594,Red,Nightlife Spot,0
R73,Station R73,25.0177968142054,55.1633514038594,Red,Outdoors & Recreation,1
R73,Station R73,25.0177968142054,55.1633514038594,Red,Professional & Other Places,3
R73,Station R73,25.0177968142054,55.1633514038594,Red,Residence,0
R73,Station R73,25.0177968142054,55.1633514038594,Red,Shop & Service,4
R73,Station R73,25.0177968142054,55.1633514038594,Red,Travel & Transport,4
R74,Station R74,25.0057961665976,55.1558410655273,Red,Arts & Entertainment,2
R74,Station R74,25.0057961665976,55.1558410655273,Red,College & University,2
R74,Station R74,25.0057961665976,55.1558410655273,Red,Event,0
R74,Station R74,25.0057961665976,55.1558410655273,Red,Food,25
R74,Station R74,25.0057961665976,55.1558410655273,Red,Nightlife Spot,5
R74,Station R74,25.0057961665976,55.1558410655273,Red,Outdoors & Recreation,4
R74,Station R74,25.0057961665976,55.1558410655273,Red,Professional & Other Places,18
R74,Station R74,25.0057961665976,55.1558410655273,Red,Residence,6
R74,Station R74,25.0057961665976,55.1558410655273,Red,Shop & Service,12
R74,Station R74,25.0057961665976,55.1558410655273,Red,Travel & Transport,7
R75,Station R75,24.9840139598227,55.1491355013711,Red,Arts & Entertainment,0
R75,Station R75,24.9840139598227,55.1491355013711,Red,College & University,1
R75,Station R75,24.9840139598227,55.1491355013711,Red,Event,0
R75,Station R75,24.9840139598227,55.1491355013711,Red,Food,4
R75,Station R75,24.9840139598227,55.1491355013711,Red,Nightlife Spot,0
R75,Station R75,24.9840139598227,55.1491355013711,Red,Outdoors & Recreation,0
R75,Station R75,24.9840139598227,55.1491355013711,Red,Professional & Other Places,4
R75,Station R75,24.9840139598227,55.1491355013711,Red,Residence,0
R75,Station R75,24.9840139598227,55.1491355013711,Red,Shop & Service,6
R75,Station R75,24.9840139598227,55.1491355013711,Red,Travel & Transport,0
